filename,full_path,username,root_path,activity,month,lingorm
apologiseex_1816683877198713032_2024-07-26 03-56_2.webp,./images/apologiseex_1816683877198713032_2024-07-26 03-56_2.webp,apologiseex,活動,20240725_MyChannel,202407.0,lingorm
teddybear_t9_1788564632141193463_2024-05-09 13-40_1.webp,./images/teddybear_t9_1788564632141193463_2024-05-09 13-40_1.webp,teddybear_t9,活動,20240509_LingOrmCh3FanGreet,202405.0,ling
TTaeny09_1812700578205860339_2024-07-15 04-07_2.webp,./images/TTaeny09_1812700578205860339_2024-07-15 04-07_2.webp,TTaeny09,活動,20240715_三台大樓宣傳,202407.0,ling
teddybear_t9_1803302167610269903_2024-06-19 05-41_1.webp,./images/teddybear_t9_1803302167610269903_2024-06-19 05-41_1.webp,teddybear_t9,活動,20240620_Ch3Special,202406.0,lingorm
gatefany_1788831424377991560_2024-05-10 07-20_1.webp,./images/gatefany_1788831424377991560_2024-05-10 07-20_1.webp,gatefany,活動,20240510_SKIIxLinglingKwong,202405.0,ling
MOEVIR中文版_5075660252385296_2024-09-06 09-32_8.webp,./images/MOEVIR中文版_5075660252385296_2024-09-06 09-32_8.webp,MOEVIR中文版,拍攝,MOEVIR雜誌,,lingorm
wefoundyouu_1795272363342438829_2024-05-28 01-54_4.webp,./images/wefoundyouu_1795272363342438829_2024-05-28 01-54_4.webp,wefoundyouu,活動,20240525_RomandMultyxLingOrm,202405.0,lingorm
_sPoundK__1824654742812811702_2024-08-17 03-49_1.webp,./images/_sPoundK__1824654742812811702_2024-08-17 03-49_1.webp,_sPoundK_,拍攝,GLUE雜誌,,lingorm
linglingkwong_3448143457615326598_2024-09-02 09-52_2.webp,./images/linglingkwong_3448143457615326598_2024-09-02 09-52_2.webp,linglingkwong,活動,20240902_排練,202409.0,ling
butterflyverse__1794747068848001261_2024-05-26 15-07_1.webp,./images/butterflyverse__1794747068848001261_2024-05-26 15-07_1.webp,butterflyverse_,活動,20240526_ORM_CHARITY_FASHION_SHOW,202405.0,orm
wefoundyouu_1804121932838899800_2024-06-21 11-59_2.webp,./images/wefoundyouu_1804121932838899800_2024-06-21 11-59_2.webp,wefoundyouu,活動,20240621_SWUPridexOrmKornnaphat,202406.0,orm
seetheleno__1833489194259517636_2024-09-10 12-54_3.webp,./images/seetheleno__1833489194259517636_2024-09-10 12-54_3.webp,seetheleno_,活動,20240910_ThetouchbkkxOrmkornnaphat,202409.0,orm
i_simy_1823699572788461731_2024-08-14 12-33_1.webp,./images/i_simy_1823699572788461731_2024-08-14 12-33_1.webp,i_simy,活動,20240814_OrmMajorFandom,202408.0,orm
Koiiz9_1824103563779600386_2024-08-15 15-19_1.webp,./images/Koiiz9_1824103563779600386_2024-08-15 15-19_1.webp,Koiiz9,活動,20240812_三台大樓宣傳,202408.0,ling
chamukei921_1832719988375134511_2024-09-08 09-57_1.webp,./images/chamukei921_1832719988375134511_2024-09-08 09-57_1.webp,chamukei921,活動,20240908_LingOrmFanMeet2geTHer_飯拍,202409.0,lingorm
smeraldoisblue_1829815944241430642_2024-08-31 09-38_1.webp,./images/smeraldoisblue_1829815944241430642_2024-08-31 09-38_1.webp,smeraldoisblue,活動,20240829_Orm錄音,202408.0,orm
SpeedHan_1815290753440170298_2024-07-22 07-40_3.webp,./images/SpeedHan_1815290753440170298_2024-07-22 07-40_3.webp,SpeedHan,活動,20240722_三台大樓宣傳,202407.0,ling
totorozzzzz_1821697902571655622_2024-08-09 00-00_1.webp,./images/totorozzzzz_1821697902571655622_2024-08-09 00-00_1.webp,totorozzzzz,活動,20240805_GalaPremiere,202408.0,orm
SpeedHan_1799079360592556134_2024-06-07 14-01_2.webp,./images/SpeedHan_1799079360592556134_2024-06-07 14-01_2.webp,SpeedHan,活動,20240607_KylieCosmetics,202406.0,lingorm
mtaengoo_1780175978595324316_2024-04-16 10-06_1.webp,./images/mtaengoo_1780175978595324316_2024-04-16 10-06_1.webp,mtaengoo,活動,20240225_餐車應援,202402.0,lingorm
Boyan_K23_1824357967350862085_2024-08-16 08-10_1.webp,./images/Boyan_K23_1824357967350862085_2024-08-16 08-10_1.webp,Boyan_K23,活動,20240816_LingOrm1stFMinHK接機,202408.0,ling
teddybear_t9_1833674300844646564_2024-09-11 01-09_1.webp,./images/teddybear_t9_1833674300844646564_2024-09-11 01-09_1.webp,teddybear_t9,活動,20240910_ThetouchbkkxOrmkornnaphat,202409.0,orm
LOgallery38_1823659384289026467_2024-08-14 09-54_1.webp,./images/LOgallery38_1823659384289026467_2024-08-14 09-54_1.webp,LOgallery38,拍攝,HOWE雜誌,,lingorm
bsrdtct_1834087767858708583_2024-09-12 04-32_1.webp,./images/bsrdtct_1834087767858708583_2024-09-12 04-32_1.webp,bsrdtct,活動,20240908_LingOrmFanMeet2geTHer_飯拍,202409.0,lingorm
Abears19_1791426091963523275_2024-05-17 11-10_2.webp,./images/Abears19_1791426091963523275_2024-05-17 11-10_2.webp,Abears19,活動,20240314_三台54週年慶練習,202403.0,ling
Koiiz9_1798396448918339647_2024-06-05 16-48_1.webp,./images/Koiiz9_1798396448918339647_2024-06-05 16-48_1.webp,Koiiz9,活動,20240605_TikTokRunwayxOrmkornnaphat,202406.0,orm
FiloROSIE_1825184451900662141_2024-08-18 14-54_1.webp,./images/FiloROSIE_1825184451900662141_2024-08-18 14-54_1.webp,FiloROSIE,活動,20240816_LingOrm1stFMinHK接機,202408.0,ling
Koiiz9_1791336002948325653_2024-05-17 05-12_1.webp,./images/Koiiz9_1791336002948325653_2024-05-17 05-12_1.webp,Koiiz9,活動,20240516_KissedByTheRain,202405.0,ling
411xpercent_1816529540098982004_2024-07-25 17-42_1.webp,./images/411xpercent_1816529540098982004_2024-07-25 17-42_1.webp,411xpercent,活動,20240722_三台大樓宣傳,202407.0,orm
SpeedHan_1822933311842660511_2024-08-12 09-49_1.webp,./images/SpeedHan_1822933311842660511_2024-08-12 09-49_1.webp,SpeedHan,活動,20240812_MirrorTalkxOrmKornnaphat,202408.0,orm
Koiiz9_1823581744723050765_2024-08-14 04-45_1.webp,./images/Koiiz9_1823581744723050765_2024-08-14 04-45_1.webp,Koiiz9,活動,20240812_MirrorTalkxOrmKornnaphat,202408.0,orm
linglingkwong_3443224037910612020_2024-08-26 14-58_3.webp,./images/linglingkwong_3443224037910612020_2024-08-26 14-58_3.webp,linglingkwong,活動,20240826_ChairstosharexLingOrm,202408.0,ling
rushhour39_1765377936180511208_2024-03-06 14-04_1.webp,./images/rushhour39_1765377936180511208_2024-03-06 14-04_1.webp,rushhour39,活動,20240306_SiamParagonxORM,202403.0,orm
PP_0566_1795472356531474577_2024-05-28 15-09_3.webp,./images/PP_0566_1795472356531474577_2024-05-28 15-09_3.webp,PP_0566,活動,20240225_餐車應援,202402.0,lingorm
JungsJinns_1833488367503515896_2024-09-10 12-51_2.webp,./images/JungsJinns_1833488367503515896_2024-09-10 12-51_2.webp,JungsJinns,活動,20240910_ThetouchbkkxOrmkornnaphat,202409.0,orm
totoroZzZzz_1832752142479970374_2024-09-08 12-05_1.webp,./images/totoroZzZzz_1832752142479970374_2024-09-08 12-05_1.webp,totoroZzZzz,活動,20240908_LingOrmFanMeet2geTHer_飯拍,202409.0,lingorm
Gigzkik_1832411997788631352_2024-09-07 13-33_3.webp,./images/Gigzkik_1832411997788631352_2024-09-07 13-33_3.webp,Gigzkik,活動,20240907_彩排,202409.0,ling
kimmiimario_1834617431693902304_2024-09-13 15-37_1.webp,./images/kimmiimario_1834617431693902304_2024-09-13 15-37_1.webp,kimmiimario,活動,20240913_DestinyClinicOrm,202409.0,orm
wefoundyouu_1804145323419537537_2024-06-21 13-32_1.webp,./images/wefoundyouu_1804145323419537537_2024-06-21 13-32_1.webp,wefoundyouu,活動,20240621_SWUPridexOrmKornnaphat,202406.0,orm
wefoundyouu_1813811779211792827_2024-07-18 05-43_4.webp,./images/wefoundyouu_1813811779211792827_2024-07-18 05-43_4.webp,wefoundyouu,活動,20240715_三台大樓宣傳,202407.0,orm
eastern0122_1821844507387895809_2024-08-09 09-42_2.webp,./images/eastern0122_1821844507387895809_2024-08-09 09-42_2.webp,eastern0122,活動,20240808_下班路,202408.0,ling
i_simy_1822246689563935071_2024-08-10 12-20_1.webp,./images/i_simy_1822246689563935071_2024-08-10 12-20_1.webp,i_simy,活動,20240810_DestinyClinicxLingOrm,202408.0,orm
JungsJinns_1822868588132479189_2024-08-12 05-31_1.webp,./images/JungsJinns_1822868588132479189_2024-08-12 05-31_1.webp,JungsJinns,活動,20240812_三台大樓宣傳,202408.0,lingorm
teddybear_t9_1788496335232192665_2024-05-09 09-08_3.webp,./images/teddybear_t9_1788496335232192665_2024-05-09 09-08_3.webp,teddybear_t9,活動,20240509_LingOrmCh3FanGreet,202405.0,lingorm
TTaeny09_1806175498277634180_2024-06-27 03-59_1.webp,./images/TTaeny09_1806175498277634180_2024-06-27 03-59_1.webp,TTaeny09,活動,20240623_LingOrmFirstMeet,202406.0,ling
orm_tong_1822905350716330225_2024-08-12 07-57_4.webp,./images/orm_tong_1822905350716330225_2024-08-12 07-57_4.webp,orm_tong,活動,20240812_MirrorTalkxOrmKornnaphat,202408.0,orm
SOU_Ch3Official_1829193463235260575_2024-08-29 16-24_3.webp,./images/SOU_Ch3Official_1829193463235260575_2024-08-29 16-24_3.webp,SOU_Ch3Official,活動,20240829_LingLingMajorFandom,202408.0,ling
orm_tong_1832688654457958602_2024-09-08 07-53_1.webp,./images/orm_tong_1832688654457958602_2024-09-08 07-53_1.webp,orm_tong,活動,20240908_LingOrmFanMeet2geTHer_飯拍,202409.0,orm
bbLinglingKwong_1829174043381248111_2024-08-29 15-07_1.webp,./images/bbLinglingKwong_1829174043381248111_2024-08-29 15-07_1.webp,bbLinglingKwong,活動,20240829_LingLingMajorFandom,202408.0,ling
monday_21_5075244483872356_2024-09-05 06-00_1.webp,./images/monday_21_5075244483872356_2024-09-05 06-00_1.webp,monday_21,活動,20240905_排練,202409.0,ling
东方的小屹_5074256985064318_2024-09-02 12-36_2.webp,./images/东方的小屹_5074256985064318_2024-09-02 12-36_2.webp,东方的小屹,活動,20240902_排練,202409.0,orm
SS_Lingling_1802538978014527929_2024-06-17 03-09_2.webp,./images/SS_Lingling_1802538978014527929_2024-06-17 03-09_2.webp,SS_Lingling,活動,20240616_MaybellinexLingOrm,202406.0,orm
bsrdtct_1833848749321588841_2024-09-11 12-43_1.webp,./images/bsrdtct_1833848749321588841_2024-09-11 12-43_1.webp,bsrdtct,活動,20240908_LingOrmFanMeet2geTHer_飯拍,202409.0,ling
FiloROSIE_1824450190788661653_2024-08-16 14-16_2.webp,./images/FiloROSIE_1824450190788661653_2024-08-16 14-16_2.webp,FiloROSIE,活動,20240816_LingOrm1stFMinHK接機,202408.0,ling
MONSOON_LLO_1832813495248961685_2024-09-08 16-09_1.webp,./images/MONSOON_LLO_1832813495248961685_2024-09-08 16-09_1.webp,MONSOON_LLO,活動,20240908_LingOrmFanMeet2geTHer_飯拍,202409.0,ling
fabrique.co_3451107824765875200_2024-09-06 12-02_8.webp,./images/fabrique.co_3451107824765875200_2024-09-06 12-02_8.webp,fabrique.co,拍攝,FabriqueCo拍攝,,orm
LOgallery38_1829206380219379860_2024-08-29 17-16_2.webp,./images/LOgallery38_1829206380219379860_2024-08-29 17-16_2.webp,LOgallery38,活動,20240829_LingLingMajorFandom,202408.0,ling
orm.kornnaphat_3449685543620646636_2024-09-04 12-56_2.webp,./images/orm.kornnaphat_3449685543620646636_2024-09-04 12-56_2.webp,orm.kornnaphat,拍攝,FabriqueCo拍攝,,orm
EEgg17559_1791109607613759590_2024-05-16 14-13_1.webp,./images/EEgg17559_1791109607613759590_2024-05-16 14-13_1.webp,EEgg17559,活動,20240516_KissedByTheRain,202405.0,ling
teddybear_t9_1809379150802886979_2024-07-06 00-09_1.webp,./images/teddybear_t9_1809379150802886979_2024-07-06 00-09_1.webp,teddybear_t9,活動,20240623_LingOrmFirstMeet,202406.0,lingorm
linglingkwong_3317563559422782293_2024-03-06 05-53_6.webp,./images/linglingkwong_3317563559422782293_2024-03-06 05-53_6.webp,linglingkwong,活動,20240305_LINGORMxEQUINOXSUMMER,202403.0,lingorm
GasChill_1826598918131777900_2024-08-22 12-34_1.webp,./images/GasChill_1826598918131777900_2024-08-22 12-34_1.webp,GasChill,活動,20240821_OPPOA3xLINGORM,202408.0,orm
Koiiz9_1794339346822361600_2024-05-25 12-06_2.webp,./images/Koiiz9_1794339346822361600_2024-05-25 12-06_2.webp,Koiiz9,活動,20240525_RomandMultyxLingOrm,202405.0,ling
butterflyverse__1806934084926718364_2024-06-29 06-13_3.webp,./images/butterflyverse__1806934084926718364_2024-06-29 06-13_3.webp,butterflyverse_,活動,20240623_LingOrmFirstMeet,202406.0,ling
day_fruit71850_1825151936091545863_2024-08-18 12-45_1.webp,./images/day_fruit71850_1825151936091545863_2024-08-18 12-45_1.webp,day_fruit71850,活動,20240818_LingOrm1stFMinHK送機,202408.0,orm
Koiiz9_1820352824968106063_2024-08-05 06-55_1.webp,./images/Koiiz9_1820352824968106063_2024-08-05 06-55_1.webp,Koiiz9,活動,20240805_三台大樓宣傳,202408.0,lingorm
orm_tong_1823712272575029326_2024-08-14 13-24_3.webp,./images/orm_tong_1823712272575029326_2024-08-14 13-24_3.webp,orm_tong,活動,20240814_OrmMajorFandom,202408.0,orm
GasChill_1826576857590104305_2024-08-22 11-07_2.webp,./images/GasChill_1826576857590104305_2024-08-22 11-07_2.webp,GasChill,活動,20240821_OPPOA3xLINGORM,202408.0,ling
52squared__1814181082449010849_2024-07-19 06-10_2.webp,./images/52squared__1814181082449010849_2024-07-19 06-10_2.webp,52squared_,活動,20240719_上班,202407.0,ling
